timestamp,host,version,array_size,replicate,elapsed_s
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,212,0.02305
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,213,0.02101
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,214,0.01839
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,215,1.14433
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,216,0.91477
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,2000000,217,4.06219
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,218,0.19129
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,219,0.34022
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,500000,220,0.60274
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,200000,221,0.47197
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,222,2.94994
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,223,0.47313
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,224,0.16851
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,2000000,225,3.90084
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,226,1.15146
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,227,1.54077
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,228,0.0948
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,229,1.54441
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,230,0.02052
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,231,0.21185
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,232,0.95629
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,233,0.21806
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,234,0.4399
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,235,0.10623
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,236,0.01737
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,1000000,237,1.75673
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,238,1.55028
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,239,0.02288
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,240,0.92126
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,241,0.96478
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,100000,242,0.19542
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,243,0.02101
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,244,0.35243
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,245,0.93223
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,246,0.1169
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,247,2.89354
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,200000,248,0.44255
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,249,0.90178
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,250,1.05045
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,100000,251,0.18953
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,252,1.03376
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,253,0.08633
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,1000000,254,1.99765
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,255,1.15636
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,256,2.38882
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,200000,257,0.42236
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,100000,258,0.21923
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,259,2.98659
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,260,0.38294
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,261,0.19944
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,262,1.23813
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,263,0.18628
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,264,2.47466
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,265,0.89131
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,266,0.45961
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,267,2.3822
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,268,0.3596
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,1000000,269,1.70944
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,270,0.41316
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,271,0.01906
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,2000000,272,4.39787
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,273,0.02337
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,200000,274,0.33022
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,275,1.18822
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,2000000,276,4.14809
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,277,0.02165
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,278,0.02319
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,279,0.02365
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,280,1.06725
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,281,0.3595
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,282,0.11451
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,283,0.1873
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,284,2.46823
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,50000,285,0.09567
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,500000,286,0.71746
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,287,0.02327
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,100000,288,0.20301
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,289,0.09244
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,290,0.22196
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,291,0.2383
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,50000,292,0.10772
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,293,3.18044
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,294,0.19387
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,295,0.37237
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,1000000,296,1.88622
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,297,0.02179
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,298,0.02066
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,500000,299,0.57047
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,50000,300,0.11036
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,301,0.02111
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,2000000,302,3.11061
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,2000000,303,4.77295
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,304,0.02172
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,305,0.01615
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,200000,306,0.32295
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,307,0.02347
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,308,1.15193
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,100000,309,0.16501
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,310,0.10863
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,200000,311,0.33527
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,500000,312,0.65403
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,100000,313,0.17523
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,314,0.01804
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,315,0.08759
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,316,1.25793
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,200000,317,0.32368
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,318,0.0828
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,319,0.08869
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,100000,320,0.18637
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,1000000,321,1.19722
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,500000,322,0.60614
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,200000,323,0.47258
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,10000,324,0.02194
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,500000,325,1.03236
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,50000,326,0.10681
2025-11-01T13:30:16,DESKTOP-VVR72A9,Sequential,10000,327,0.0179
2025-11-01T13:30:16,DESKTOP-VVR72A9,Parallel,100000,328,0.19383
